235,"LINESTRING (19.0196205018 50.2595504191, 19.0735161138 50.4702156272)"
55,"LINESTRING (19.0196205018 50.2595504191, 18.8067413777 50.3758526223)"
54,"LINESTRING (19.0026943462 50.2495244396, 18.7775499223 50.323229342)"
44,"LINESTRING (19.0307540268 50.3662798482, 19.1666010729 50.2455822813)"
43,"LINESTRING (19.043914372 50.2599101557, 18.6131013621 50.2444516207)"
42,"LINESTRING (18.9619525503 50.2250754686, 18.8067413777 50.3758526223)"
40,"LINESTRING (18.9513382424 50.2949502975, 19.0127834174 50.2860522435)"
39,"LINESTRING (18.7795065593 50.3386994068, 18.63946025 50.3247220385)"
38,"LINESTRING (19.0196205018 50.2595504191, 18.6741367697 50.294656523)"
35,"LINESTRING (19.0058450459 50.2979010283, 18.8275007586 50.2975848046)"
35,"LINESTRING (18.918236784 50.289103642, 18.8305517949 50.4485693205)"
34,"LINESTRING (19.0196205018 50.2595504191, 18.9181988835 50.3487450434)"
32,"LINESTRING (18.8455405893 50.3505535089, 18.9211960847 50.4927779492)"
31,"LINESTRING (19.0058450459 50.2979010283, 18.8819550202 50.3178797823)"
30,"LINESTRING (19.0196205018 50.2595504191, 19.1300698581 50.2921785953)"
30,"LINESTRING (18.8819550202 50.3178797823, 19.0176054912 50.2956432982)"
29,"LINESTRING (18.6741367697 50.294656523, 19.1300698581 50.2921785953)"
29,"LINESTRING (19.1300698581 50.2921785953, 18.9619525503 50.2250754686)"
