24,POINT (18.99489 50.22627)
26,POINT (19.02292 50.274519)
0,POINT (19.01705 50.25825)
9,POINT (18.975254 50.227455)
98,POINT (19.14887 50.28663)
0,POINT (19.018679 50.261588)
0,POINT (19.01718 50.2576)
305,POINT (19.26464 50.36651)
5,POINT (18.96026 50.22717)
31,POINT (18.98093 50.24066)
79,POINT (18.85428 50.30627)
37,POINT (18.94483 50.27835)
0,POINT (19.01705 50.25825)
9,POINT (18.975254 50.227455)
79,POINT (18.85428 50.30627)
37,POINT (18.94483 50.27835)
27,POINT (19.18793 50.32536)
47,POINT (19.0256 50.30603)
1,POINT (19.00435 50.25108)
59,POINT (18.88714 50.3143)
37,POINT (18.95514 50.28164)
20,POINT (18.86429 50.44774)
0,POINT (19.01705 50.25825)
5,POINT (18.95828 50.21818)
0,POINT (19.01718 50.2576)
22,POINT (18.659181 50.297028)
0,POINT (19.01705 50.25825)
5,POINT (18.95828 50.21818)
3,POINT (19.02694 50.25872)
9,POINT (18.97459 50.21953)
8,POINT (19.03655 50.26952)
0,POINT (19.0186 50.26458)
8,POINT (19.038948 50.266223)
466,POINT (18.616803 50.567508)
0,POINT (19.01705 50.25825)
5,POINT (18.95828 50.21818)
43,POINT (18.9994 50.21199)
50,POINT (18.98402 50.20305)
0,POINT (19.01705 50.25825)
5,POINT (18.95828 50.21818)
43,POINT (18.9994 50.21199)
50,POINT (18.98402 50.20305)
0,POINT (19.01705 50.25825)
9,POINT (18.97459 50.21953)
165,POINT (19.13638 50.32557)
381,POINT (19.28113 50.36396)
28,POINT (19.12574 50.31952)
0,POINT (19.018285 50.258406)
17,POINT (19.12977 50.28585)
31,POINT (18.98343 50.23143)
199,POINT (18.82959 50.3263)
246,POINT (18.908447 50.401241)
0,POINT (19.01649 50.25771)
2,POINT (18.67726 50.30125)
0,POINT (19.01649 50.25771)
2,POINT (18.67726 50.30125)
0,POINT (19.01649 50.25771)
2,POINT (18.67726 50.30125)
246,POINT (18.91038 50.40689)
39,POINT (18.95003 50.3103)
246,POINT (18.91038 50.40689)
39,POINT (18.95003 50.3103)
246,POINT (18.91038 50.40689)
39,POINT (18.95003 50.3103)
0,POINT (19.0191 50.26613)
76,POINT (18.89012 50.33267)
27,POINT (19.18793 50.32536)
110,POINT (19.164571 50.315924)
246,POINT (18.91038 50.40689)
39,POINT (18.95003 50.3103)
246,POINT (18.91038 50.40689)
39,POINT (18.95003 50.3103)
27,POINT (19.18793 50.32536)
110,POINT (19.164571 50.315924)
27,POINT (19.18793 50.32536)
110,POINT (19.164571 50.315924)
40,POINT (18.7932 50.367)
18,POINT (18.80859 50.37841)
0,POINT (19.01985 50.26135)
72,POINT (18.94407 50.37129)
79,POINT (18.85301 50.29974)
0,POINT (19.01705 50.25825)
79,POINT (18.85301 50.29974)
0,POINT (19.01705 50.25825)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
17,POINT (19.13231 50.28612)
0,POINT (19.01985 50.26135)
502,POINT (19.09401 50.45274)
200,POINT (19.23168 50.46673)
58,POINT (18.97173 50.25651)
4,POINT (19.13431 50.279421)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
0,POINT (19.01785 50.25957)
14,POINT (18.97633 50.27679)
17,POINT (19.13231 50.28612)
0,POINT (19.01985 50.26135)
89,POINT (18.88085 50.39097)
200,POINT (19.23168 50.46673)
9,POINT (18.96999 50.22562)
24,POINT (18.99724 50.23142)
24,POINT (18.99308 50.22741)
1,POINT (19.00435 50.25108)
0,POINT (19.01649 50.25771)
2,POINT (18.67726 50.30125)
10,POINT (19.00297 50.26954)
0,POINT (19.02199 50.26006)
31,POINT (18.984936 50.231258)
0,POINT (19.01718 50.2576)
9,POINT (18.96999 50.22562)
24,POINT (18.99724 50.23142)
0,POINT (19.01649 50.25771)
2,POINT (18.67726 50.30125)
4,POINT (19.12686 50.27921)
0,POINT (19.02302 50.25935)
3,POINT (19.0365 50.25756)
188,POINT (19.15837 50.20567)
147,POINT (18.91893 50.30506)
65,POINT (19.00403 50.29726)
31,POINT (18.984936 50.231258)
0,POINT (19.01718 50.2576)
24,POINT (18.99308 50.22741)
1,POINT (19.00435 50.25108)
0,POINT (19.01718 50.2576)
7,POINT (18.78714 50.3053)
94,POINT (18.733061 50.299496)
0,POINT (19.013172 50.259329)
49,POINT (19.011231 50.288132)
26,POINT (19.015291 50.276348)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
3,POINT (19.02785 50.26356)
48,POINT (19.14579 50.27876)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
10,POINT (19.00297 50.26954)
9,POINT (18.9709 50.22977)
17,POINT (19.12977 50.28585)
6,POINT (18.91337 50.34394)
12,POINT (19.130813 50.267813)
17,POINT (19.133342 50.287312)
12,POINT (19.130813 50.267813)
17,POINT (19.136042 50.290227)
99,POINT (18.87848 50.31492)
100,POINT (18.85163 50.31255)
309,POINT (18.70689 50.27487)
185,POINT (18.727957 50.2868)
0,POINT (19.01718 50.2576)
9,POINT (18.97783 50.22591)
89,POINT (18.88085 50.39097)
200,POINT (19.23168 50.46673)
12,POINT (19.130813 50.267813)
17,POINT (19.136042 50.290227)
12,POINT (19.130813 50.267813)
17,POINT (19.136042 50.290227)
12,POINT (19.130813 50.267813)
17,POINT (19.13372 50.28747)
309,POINT (18.70689 50.27487)
185,POINT (18.727957 50.2868)
0,POINT (19.01705 50.25825)
9,POINT (18.97049 50.22795)
89,POINT (18.88085 50.39097)
200,POINT (19.23168 50.46673)
89,POINT (18.88085 50.39097)
200,POINT (19.23168 50.46673)
89,POINT (18.88085 50.39097)
200,POINT (19.23168 50.46673)
